Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_24hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_24hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_24hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_24hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_24hr_DMSO_20240304160237.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_24hr_Torin1.mzML
O60271;Q9UPT6	Q9UPT6;O60271	JIP3_HUMAN;JIP4_HUMAN	MAPK8IP3;SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	69965.7	113088		74305.9	112452				197517		47747.5	109792			144074	109199	75946.1	117894
O60333	O60333	KIF1B_HUMAN	KIF1B	Kinesin-like protein KIF1B	872565		106724	890656	66255.5		830283		36029.6			144939		501886		70808.1		203280
O60462	O60462	NRP2_HUMAN	NRP2	Neuropilin-2	661652	855584	2.291e+06	1.45955e+06	1.62832e+06	2.40048e+06	788132	962947	1.36444e+06	1.66854e+06	1.92605e+06	2.43477e+06	668460	1.63866e+06	1.78395e+06	2.08327e+06	1.94485e+06	1.94351e+06
O60488;O95573	O95573;O60488	ACSL3_HUMAN;ACSL4_HUMAN	ACSL3;ACSL4	Long-chain-fatty-acid--CoA ligase 4			60067.1		145484	39663.8			58899.3		106801	80647.6			94418.7	75153.5	94929.5	72237.8
O60493	O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	1.29452e+06	896040	635548	1.42048e+06	1.66136e+06	943200		1.32405e+06	1.23334e+06	1.84287e+06	1.77088e+06	1.52979e+06			1.47358e+06	953610	1.87172e+06	1.52135e+06
O60493;Q9UMY4	Q9UMY4;O60493	SNX12_HUMAN;SNX3_HUMAN	SNX12;SNX3	Sorting nexin-3		355127	434479	30255.4	206571						232365	337089				614255	135225	214917
O60502	O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase				83696.9	98805.7			134506	136637		191627	125319			176921	125555	127288	130631
O60506	O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	1.29099e+06	1.31255e+06	1.76465e+06	1.82359e+06	1.58256e+06	1.52993e+06	2.35869e+06	1.54433e+06	1.79789e+06	1.20167e+06	1.47528e+06	1.50468e+06		997081	1.86943e+06	1.49618e+06	1.45497e+06	1.67069e+06
O60573	O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2		35734.8			43403.4				68399.2		40040.3			352882	57048	28664.8	34883.9	36966.3
O60664	O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	140834	179411	113040	276642	232891	113144	180192	115582	219363	128852	279594	258003		83161.3	247281	237736	261999	206499
O60687	O60687	SRPX2_HUMAN	SRPX2	Sushi repeat-containing protein SRPX2		235252	1.50956e+06	1.52386e+06	2.29363e+06	1.81326e+06		786974	1.49075e+06	906813	1.24383e+06	1.42163e+06	502122	1.29015e+06	1.77732e+06	1.72768e+06	1.22383e+06	1.94639e+06
O60716	O60716	CTND1_HUMAN	CTNND1	Catenin delta-1		157741			115799						99146.5	121306			99548.9	117315	105732	
O60739;P41567	P41567;O60739	EIF1B_HUMAN;EIF1_HUMAN	EIF1;EIF1B	Eukaryotic translation initiation factor 1b	181633	332460	54085.6	36785.4	336047	57691.8		249885	38242.6		568774	338594				82600.3	585177	149071
O60749	O60749;Q13596	SNX2_HUMAN	SNX2	Sorting nexin-2	291975	300218	197000	246593	332335	113439		155329	328082	216278	297950	281054	317140	447611	301809	248812	344124	282593
O60763	O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	106691	46531.4	53884.1	44091.8	74606.4				105162		101554	62786.8			90289.2	73208.2	81400.9	101363
O60814;P58876;P62807;Q5QNW6;Q6DN03;Q6DRA6;Q93079;Q99877;Q99879	P58876;Q99880;Q16778;Q93079;Q99879;Q6DRA6;P06899;O60814;P33778;P57053;Q8N257;Q6DN03;Q99877;Q5QNW6;P23527;P62807	H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2C_HUMAN;H2B2D_HUMAN;H2B2F_HUMAN	H2BC12;H2BC14;H2BC15;H2BC18;H2BC19P;H2BC20P;H2BC4;H2BC5;H2BC9	Histone H2B type 1-K	121836	197591	857701	774642	282177	427354			788824	1.20605e+06	135650	242074		185319	1.24279e+06	725284	114832	548010
O60814;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879	P58876;Q99880;Q16778;Q93079;Q99879;Q96A08;P06899;O60814;P33778;P57053;Q8N257;Q99877;Q5QNW6;P23527;P62807	H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN	H2BC12;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9	Histone H2B type 1-K	9.40263e+06	1.35543e+07	5.6664e+07	4.86334e+07	2.26152e+07	3.12577e+07	3.24228e+06	3.41961e+06	4.42306e+07	6.91062e+07	1.32627e+07	2.1045e+07	3.79416e+06	2.03098e+07	5.79045e+07	6.57022e+07	1.40917e+07	4.03782e+07
O60841	O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	403733	355753			287942				490768	377274	253850	272064			482557	339371	242180	424314
O60869	O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	1.45052e+06	1.20174e+06	1.0272e+06	1.11708e+06	1.27743e+06	563955	1.78206e+06	803136	1.07019e+06	1.20806e+06	983019	864798	183916	672666	1.40665e+06	1.2424e+06	989803	733774
O60884	O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2				37655.9	132050	89655.1					148554	181865			78323.3	433275	167313	170092
O60936	O60936	NOL3_HUMAN	NOL3	Nucleolar protein 3	30092.7	35550.9			30737				19025.9		20917.1				7922.67		30381.5	38391.2
O75044;P0DJJ0;P0DMP2;Q7Z6B7	Q7Z6B7;P0DJJ0;P0DMP2;O75044	SRG2B_HUMAN;SRG2C_HUMAN;SRGP1_HUMAN;SRGP2_HUMAN	SRGAP1;SRGAP2;SRGAP2B;SRGAP2C	SLIT-ROBO Rho GTPase-activating protein 2			436210	156541	196108	181117			140589		132970	127347			122369	170528	70375.1	182878
O75051;Q9HCM2;Q9UIW2	Q9HCM2;O75051;Q9UIW2	PLXA1_HUMAN;PLXA2_HUMAN;PLXA4_HUMAN	PLXNA1;PLXNA2;PLXNA4	Plexin-A2	189011	127411	456460	267358	380530	365205	79898.4	291902	324991	284118		405234			238996	333719	313245	347888
O75083	O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	3.67593e+06	3.18868e+06	3.774e+06	4.07206e+06	4.95738e+06	3.8853e+06	5.9822e+06	3.41119e+06	4.27655e+06	3.39524e+06	4.59314e+06	4.78795e+06	9.45436e+06	4.16389e+06	3.54708e+06	3.7734e+06	4.25158e+06	4.14669e+06
O75122	O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	1.38753e+06	1.76674e+06	2.34488e+06	1.5699e+06	589108	1.08183e+06	1.9533e+06	2.83581e+06	1.2276e+06	1.93218e+06	220084	287190		1.66652e+06	787852	1.10454e+06	202012	574651
O75131	O75131	CPNE3_HUMAN	CPNE3	Copine-3	1.21218e+06	1.37666e+06	1.54599e+06	1.44315e+06	1.88857e+06	1.35671e+06		894255	1.62844e+06	1.14392e+06	1.92158e+06	1.67464e+06		969894	1.4389e+06	1.28497e+06	1.80014e+06	1.87736e+06
O75153	O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	104351	335288	350505	341304	226587	44389.4		272464	454872		206278	145637			421044	384612	208524	158422
O75165	O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	76618.1			138446	85424.4	91262.1		95666.3	107988	111109	64046.4	107456			130386	108345	71859.1	76604.3
O75223	O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	140272			104000	47506.6						46792.9	81812.2		200858		41803.4	51239.5	126379
O75326	O75326	SEM7A_HUMAN	SEMA7A	Semaphorin-7A	2.23588e+06	2.63687e+06	1.30253e+07	1.44135e+07	2.5902e+07	2.36503e+07	4.06825e+06	6.37555e+06	1.08196e+07	9.32886e+06	2.49809e+07	2.81668e+07	2.65412e+06	1.14978e+07	1.5368e+07	2.03484e+07	2.41846e+07	2.06745e+07
O75347	O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	738509	908309	1.27384e+06	945453	1.17035e+06	1.85346e+06		822780	882985	790479	1.71395e+06	1.70505e+06	866167	719515	1.19372e+06	1.56738e+06	1.60815e+06	1.5926e+06
O75348	O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	150181	90392.4		128255	113938	57873.2		52763	102109	87149.9	126300	97320.2			95187.5	77888.9	139991	82958.2
O75351	O75351;Q6PIW4;Q9UN37	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	163403	144902	104029	133111	171223	101478		111863	140320	160409	177879	197924			161577	149537	208695	184273
O75367	O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	555923	218033	1.09653e+06	799462	554718	658153			809184	1.44849e+06	231860	340906		301676	922135	1.05974e+06	216879	865413
O75369	O75369	FLNB_HUMAN	FLNB	Filamin-B	2.43723e+06	2.73515e+06	2.75693e+06	2.51727e+06	2.49623e+06	2.4385e+06	1.9467e+06	2.7152e+06	3.72206e+06	2.77824e+06	2.25577e+06	2.17986e+06	1.59282e+06	1.96343e+06	2.94843e+06	2.5517e+06	2.20472e+06	2.89043e+06
O75369;P21333	P21333;O75369	FLNA_HUMAN;FLNB_HUMAN	FLNA;FLNB	Filamin-B	1.08179e+06	927785	251440	744238	617790	536025	2.67805e+06	815640	851160	883905	437413	416542		637074	807091	608095	251290	523208
O75369;P21333;Q14315	P21333;Q14315;O75369	FLNA_HUMAN;FLNB_HUMAN;FLNC_HUMAN	FLNA;FLNB;FLNC	Filamin-B	5.52873e+06	5.02972e+06	5.42741e+06	5.10521e+06	4.23577e+06	4.03308e+06	3.72547e+06	4.83418e+06	5.42173e+06	4.87901e+06	3.58391e+06	4.30756e+06	2.16242e+06	4.18572e+06	5.91279e+06	4.32029e+06	3.90448e+06	5.01062e+06
O75369;Q14315	Q14315;O75369	FLNB_HUMAN;FLNC_HUMAN	FLNB;FLNC	Filamin-B	1.12231e+06	1.31477e+06	1.07852e+06	483872	1.04709e+06	1.13729e+06	579078	774435	1.37308e+06	1.12415e+06	725126	933086	879598	721014	682111	1.31087e+06	925635	1.20538e+06
O75390	O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	409789	360753			280435	289968			231675	403793	424224	454669				241150	475795	406340
O75436	O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	670146	952611	1.19608e+06	915197	851862	644915		1.17232e+06	1.03198e+06	1.15411e+06	884551	942260		494326	995404	1.02517e+06	814893	1.03579e+06
O75475	O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein			90551.4		24525.4	128772			121682	74428.2	94502.1	35435.9			92282.8		66038.4	76646
O75475;P51858	O75475;Q9Y3E1;P51858;Q7Z4V5	HDGF_HUMAN;PSIP1_HUMAN	HDGF;PSIP1	PC4 and SFRS1-interacting protein		576042				1.12268e+06			511586		320677	927821			644351		844297	1.10971e+06
O75494	Q8WXF0;O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	108517			159483		86823.9		190893	260526		88414.9	127465			143091		82511.7	145189
O75503	O75503	CLN5_HUMAN	CLN5	Ceroid-lipofuscinosis neuronal protein 5			107332		490181						820402	512514			259202	248827	906179	237049
O75531	O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor		358145	318768	108547	43516.8	70221.8		119270	204327	56385.5	60362.4	74703.8			376279	342192	68521	102675
O75534	O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	237165		118964	227309	200111				271892		192031	168121		302276	310721	256527	191419	142944
O75607	O75607	NPM3_HUMAN	NPM3	Nucleoplasmin-3					51915.7	183139			125576		35968.7	36484.8			69009.1		69621.7	93949.3
O75635	O75635	SPB7_HUMAN	SERPINB7	Serpin B7		153481	317341	467324	687327	490474			382792	204227	524255	561176			339436	676332	404014	556754
O75694	O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	182197	254828	398643	228021	542953	501273			572105	339559	379061	472786			558524	532593	407844	499942
O75787	O75787	RENR_HUMAN	ATP6AP2	Renin receptor			161772	282825	697985	490160			281991	145010	895961	698838			516827	735118	869544	763726
O75821	O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	530372	550677	580033	580905	666680	436756	343718	401941	689240	530736	710276	579446		294825	685452	758954	677672	672648
O75822	O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	720967	830659	599161	1.01449e+06	1.05078e+06	1.35299e+06		638559	979823	910886	1.51129e+06	1.16014e+06	902713	290211	1.10824e+06	944865	1.52128e+06	1.49684e+06
O75828	O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3		131731			192412						265282	225166			90707.4	155577	174011	126745
O75874	O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	2.48002e+06	2.15203e+06	2.66152e+06	2.30236e+06	2.74296e+06	2.2366e+06	3.85475e+06	2.5899e+06	2.46317e+06	2.63681e+06	2.68014e+06	2.69838e+06	1.64013e+06	2.66745e+06	2.26308e+06	2.81785e+06	2.72266e+06	2.34181e+06
O76003	O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	588268	1.40421e+06	1.37347e+06	961041	1.15171e+06	1.4112e+06	730719	1.41971e+06	1.33336e+06	752946	1.47064e+06	1.63848e+06	1.59078e+06	832918	1.37779e+06	1.43203e+06	1.45403e+06	1.58563e+06
O76021	O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1			280112		132391	232243			230337	347566	121772	207288			125002	242446	143820	262885
O76061	O76061	STC2_HUMAN	STC2	Stanniocalcin-2	413551	350690	2.94921e+06	5.54351e+06	8.42851e+06	1.40127e+07	373774	1.82673e+06	2.54244e+06	2.43908e+06	1.03922e+07	1.04603e+07	357163	2.29801e+06	3.31883e+06	5.11141e+06	1.09782e+07	1.10216e+07
O94760	O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	240490	226995	367115	309354	495586	435970		182240	457085	409957	569419	452971			384696	386128	552359	454228
O94766	O94766	B3GA3_HUMAN	B3GAT3	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3			165258	228701	371997	357541			109718	204952	370896	373660			211306	285911	393120	368885
O94813	O94813	SLIT2_HUMAN	SLIT2	Slit homolog 2 protein			90086.3		91676.7	153902			51516.6		114143	159044			114474	96707.1	117573	88391.6
O94822	O94822	LTN1_HUMAN	LTN1	E3 ubiquitin-protein ligase listerin		11085.8		14167.9	16869.1				33632	35808.7	25984.8	17105.5			14195.5	14092.9	17118.8	
O94907	Q9UBU2;O94907	DKK1_HUMAN	DKK1	Dickkopf-related protein 1	387829	321652	2.3471e+06	1.38789e+06	2.16539e+06	4.03857e+06		403551	563261	2.31132e+06	2.86443e+06	3.7251e+06		1.33413e+06	921944	3.23814e+06	3.2109e+06	1.99882e+06
O94979	O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	438681	463265		503148	369996	261082		181897	576419	390494	295812	284557			455655	364193	285044	291116
O94985	O94985	CSTN1_HUMAN	CLSTN1	Calsyntenin-1	487346	704530	3.74297e+06	5.02785e+06	5.97199e+06	5.88158e+06	2.45063e+06	2.125e+06	4.294e+06	3.47214e+06	5.65849e+06	5.53956e+06	4.63271e+06	3.44997e+06	4.33103e+06	5.69144e+06	5.862e+06	4.42765e+06
O95084	O95084	PRS23_HUMAN	PRSS23	Serine protease 23			122905	112818	262678	232757			102931		315749	477941			317463	351101	239704	351993
O95218	O95218	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	263601	145756	184461	406088		171315			287631		98494.2	118461			387849	365074	63658.3	251487
O95336	O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	565370	385713			170670			130246	151255		216167	198639				252123	235482	200037
O95340	O95340	PAPS2_HUMAN	PAPSS2	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2	483370	281752		107084	177533	315934		276149	473328	283749	236522	351693		146720	270384	204414	305761	424912
O95343;O95475	O95475;O95343	SIX3_HUMAN;SIX6_HUMAN	SIX3;SIX6	Homeobox protein SIX3		95639.5	183732		31974.8			120969	79258	147576	19449.1				95627.7	40134.5		
O95352	O95352	ATG7_HUMAN	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	198079	205297	124220	354384	204215	156494			224743	381243	177075	148308			281011	138979	130130	97570.3
O95373	O95373	IPO7_HUMAN	IPO7	Importin-7	855344	707968	609452	772701	663584	767789		1.01351e+06	679846	881578	696934	585498		823549	614317	750772	593626	561370
O95394	O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	1.21317e+06	1.23715e+06	1.55712e+06	1.47731e+06	1.96075e+06	1.0782e+06		1.46794e+06	1.70466e+06	2.13e+06	2.27662e+06	1.87849e+06			1.70032e+06	1.96117e+06	1.86828e+06	1.80388e+06
O95396	O95396	MOCS3_HUMAN	MOCS3	Adenylyltransferase and sulfurtransferase MOCS3	1.56902e+07	1.73073e+07	2.4242e+07	2.05716e+07	7.02051e+06	1.81499e+07	8.60321e+06	2.88255e+07	1.21219e+07	9.68256e+06	4.03979e+06	6.75649e+06	4.58589e+06	3.45237e+07	1.02705e+07	1.15507e+07	4.70065e+06	1.03302e+07
O95407	O95407	TNF6B_HUMAN	TNFRSF6B	Tumor necrosis factor receptor superfamily member 6B	910550	1.12571e+06	3.69946e+06	3.54464e+06	1.99162e+06	1.97173e+06	856639	1.28677e+06	1.92583e+06	2.58467e+06	4.57692e+06	4.79776e+06	7.70366e+06	7.57926e+06	6.82566e+06	1.08859e+07	4.25709e+06	1.61138e+06
O95433	O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	1.78194e+06	1.52692e+06	1.26627e+06	1.47939e+06	1.98559e+06	1.87824e+06	2.02886e+06	1.86077e+06	1.46428e+06	1.65803e+06	2.23187e+06	1.90709e+06	3.04159e+06	1.15933e+06	1.45781e+06	1.46089e+06	2.11977e+06	1.6909e+06
O95445	O95445	APOM_HUMAN	APOM	Apolipoprotein M	3.48961e+06	3.4247e+06	3.63428e+06	4.2914e+06	1.3089e+06	1.59056e+06	2.90909e+06	6.14372e+06	2.44403e+06	3.81684e+06	937236	888832	2.58311e+06	5.94765e+06	2.0198e+06	2.27788e+06	886969	1.3249e+06
O95477	O95477	ABCA1_HUMAN	ABCA1	Phospholipid-transporting ATPase ABCA1	1.18679e+06	1.01807e+06	974103	704073	290633	623176	878862	1.20709e+06	638161	1.00851e+06	167169	270128	592557	1.35782e+06	431656	790058	249023	272694
O95497	O95497	VNN1_HUMAN	VNN1	Pantetheinase	339437		427982	171759	44243.3	79998.5		510561	318724	430918	25157.1	27523.4		1.02537e+06	215270	196280	12660.9	44423.8
O95633	O95633	FSTL3_HUMAN	FSTL3	Follistatin-related protein 3			67276.7		142003	78100.8			23978.8		183430	132533			36354.9	283323	166333	50897.8
O95747	O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1	377043	475619		421579	481927	363064		378838	661036	422177	521847	476654			708250	352542	427619	492539
O95757	O95757	HS74L_HUMAN	HSPA4L	Heat shock 70 kDa protein 4L	625613	745840	460938	655414	816029	485978	606032	724320	671797	637411	619512	663796	364742	417929	749351	650267	690233	653034
O95757;P34932	O95757;P34932	HS74L_HUMAN;HSP74_HUMAN	HSPA4;HSPA4L	Heat shock 70 kDa protein 4L		86860	97858.5	33512.4	82253.8			37040.4	76015.3		91611.3	85252.8			92296.8	99512.5	67974.3	92632.3
O95757;P34932;Q92598	O95757;Q92598;P34932	HS105_HUMAN;HS74L_HUMAN;HSP74_HUMAN	HSPA4;HSPA4L;HSPH1	Heat shock 70 kDa protein 4L	573414	505069		478113	520131	403955		351811	442388	440455	494672	469314		349786	291044	471253	459639	456738
O95782	O95782;O94973	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1		134521		264485	228964	224098		374910	317511	237247	203516	269320			290482	201240	217323	283414
O95816	O95816	BAG2_HUMAN	BAG2	BAG family molecular chaperone regulator 2	258952	295977	362793	446029	403429	306789		302073	401830	282286	493843	494664			443279	436833	469228	418968
O95832	O95832	CLD1_HUMAN	CLDN1	Claudin-1	205196	194543	371999	575884	1.51708e+06	1.15207e+06		197479	664314	496740	1.24574e+06	1.52243e+06		340522	521560	439470	1.44277e+06	2.03339e+06
O95861	O95861	BPNT1_HUMAN	BPNT1	3'(2'),5'-bisphosphate nucleotidase 1	294319	412755	314485	348746	312386				353977		312218	145851			304545	292305	280574	225094
O96019	O96019	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A		250580	134661	148069	272744				134594		313280	298922		242194	309270	280031	308054	228015
P00338	P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	1.13029e+07	1.04389e+07	1.27534e+07	1.14176e+07	1.18036e+07	1.25063e+07	1.16194e+07	1.0645e+07	1.16601e+07	1.23617e+07	1.29023e+07	1.31436e+07	1.00714e+07	1.20641e+07	1.17578e+07	1.35774e+07	1.32051e+07	1.14963e+07
P00338;P07195	P07864;P07195;Q6ZMR3;P00338	LDHA_HUMAN;LDHB_HUMAN	LDHA;LDHB	L-lactate dehydrogenase A chain	4.54702e+06	4.1257e+06	5.36078e+06	8.58956e+06	6.00013e+06	7.71034e+06	2.61181e+06	5.87948e+06	5.20008e+06	4.94107e+06	7.83102e+06	6.15124e+06	6.21505e+06	4.14063e+06	3.576e+06	7.98458e+06	6.4795e+06	5.22874e+06
P00390	P00390	GSHR_HUMAN	GSR	Glutathione reductase, mitochondrial		41578.6			76227.4	36559.1			61415.1		82496.7	60687.2			96052.6		65385.1	68595.2
P00441	P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]		181069		160818	153513	218172		209882			147622	232479			59118.4	70879.9	258253	211503
P00450	P00450	CERU_HUMAN	CP	Ceruloplasmin	1.94421e+06	1.2621e+06	2.88529e+06	1.42061e+06	429909	1.37623e+06	1.9895e+06	2.46416e+06	1.16302e+06	1.90384e+06	455556	684486	1.44135e+06	2.8336e+06	649685	1.79751e+06	508736	894434
P00488	P00488	F13A_HUMAN	F13A1	Coagulation factor XIII A chain	3.31989e+06	2.48346e+06	4.28491e+06	2.79082e+06	991942	2.26783e+06	3.10416e+06	4.12371e+06	2.45908e+06	4.53642e+06	712349	709288		6.08018e+06	1.93251e+06	2.02985e+06	690450	1.23949e+06
P00491	P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	2.11632e+06	2.34209e+06	2.73106e+06	2.72834e+06	3.24051e+06	2.86799e+06	2.32783e+06	2.09442e+06	2.63661e+06	2.49999e+06	3.91709e+06	3.33407e+06	3.05933e+06	1.56594e+06	2.43544e+06	2.75089e+06	4.13771e+06	3.11218e+06
P00492	P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	703047	811276	961484	807870	1.0564e+06	1.08653e+06		785436	944335	827551	1.14911e+06	1.11635e+06	1.35067e+06	945125	988176	1.02916e+06	1.15533e+06	1.00316e+06
P00505	P00505	AATM_HUMAN	GOT2	Aspartate aminotransferase, mitochondrial	1.30339e+06	1.41403e+06	1.33667e+06	948139	2.28213e+06	2.42198e+06	386884	992241	1.09945e+06	2.17632e+06	1.79807e+06	1.73753e+06		1.97087e+06	1.02233e+06	953762	1.75262e+06	2.40678e+06
P00533	P00533	EGFR_HUMAN	EGFR	Epidermal growth factor receptor	708193	563296	617842	648276	1.1837e+06	1.16715e+06		403569	627686	667694	1.13144e+06	1.11352e+06		1.00624e+06	703786	507082	949790	1.23977e+06
P00558	P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	1.14838e+07	1.18046e+07	1.10898e+07	1.36969e+07	1.57548e+07	1.22155e+07	8.58858e+06	1.1961e+07	1.23842e+07	1.37646e+07	1.50609e+07	1.43525e+07	8.2761e+06	8.75713e+06	1.1204e+07	1.27704e+07	1.50591e+07	1.25082e+07
P00568	P00568	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1	879757	813408	720321	852490	1.23687e+06	923092	532422	794453	982229	792062	1.30237e+06	1.28165e+06		690518	839892	952479	1.23853e+06	1.10066e+06
P00734	P00734	THRB_HUMAN	F2	Prothrombin	1.10103e+07	7.85145e+06	1.28209e+07	1.14117e+07	2.998e+06	6.67406e+06	9.04031e+06	1.58506e+07	5.11791e+06	1.13254e+07	2.28848e+06	2.35364e+06	1.2386e+07	1.61883e+07	2.56934e+06	9.68993e+06	2.5233e+06	3.88361e+06
P00736	P00736	C1R_HUMAN	C1R	Complement C1r subcomponent	284534	269704	380660	208862	101780	137085		403084	212308	246214	54933.9			153635	162323	195130	81291.6	
P00740	P00740	FA9_HUMAN	F9	Coagulation factor IX	1.34686e+06	830352	2.11194e+06	1.28409e+06		1.77933e+06	1.63398e+06	1.96079e+06	718890	1.58401e+06	234071	682930	1.93639e+06	1.34796e+06	141604	2.03182e+06	213285	950093
